split_col	model	train_n	valid_n	test_n	train_pos_rate	valid_pos_rate	test_pos_rate	valid_threshold_mcc	auprc	auroc	mcc	macro_f1	balanced_accuracy	brier	ece	precision_at_50	auprc_ci_low	auprc_ci_high
S0_random_split	class_prior	2676	573	575	0.6872197309417041	0.6980802792321117	0.7078260869565217	0.6872197309417041	0.7078260869565217	0.5	0.0	0.4144602851323828	0.5	0.2072329394885496	0.0206063560148174	0.64	0.6795217391304348	0.742304347826087
S0_random_split	source_assay_only	2676	573	575	0.6872197309417041	0.6980802792321117	0.7078260869565217	0.6899156715317182	0.7891263118224956	0.6309377559377558	0.1628036476842432	0.4171268095636222	0.5688984438984439	0.2333899494616294	0.1900056819558283	0.84	0.7533582041259025	0.834669174991148
S0_random_split	topology_only	2676	573	575	0.6872197309417041	0.6980802792321117	0.7078260869565217	0.6756138237560861	0.8401814808654109	0.6690066690066689	0.2678303482795398	0.5234768195896244	0.6336799461799462	0.2151244475097427	0.1486119273504612	0.98	0.8120269530923588	0.8694561568594985
S0_random_split	motif_only	2676	573	575	0.6872197309417041	0.6980802792321117	0.7078260869565217	0.4968624517503596	0.8583482279061763	0.7190022815022814	0.2854383166891467	0.615145488169669	0.6568971568971569	0.2209995987475604	0.1915530115742242	0.96	0.825340125459858	0.8882966772521514
S0_random_split	sequence_logistic	2676	573	575	0.6872197309417041	0.6980802792321117	0.7078260869565217	0.31387636339026	0.8589150167278203	0.7532467532467534	0.3808315777680848	0.6904129658456186	0.6900813150813151	0.2071658064512304	0.1504481394555709	0.84	0.8235575565007481	0.8959293627451779
S0_random_split	sequence_random_forest	2676	573	575	0.6872197309417041	0.6980802792321117	0.7078260869565217	0.6210747905533247	0.9490583707887188	0.8851058851058852	0.5490893325309584	0.7676767676767677	0.7926392301392301	0.124278351788803	0.0627343610090424	1.0	0.935983375391958	0.9623712315961654
S0_random_split	ptm_delta_only	2676	573	575	0.6872197309417041	0.6980802792321117	0.7078260869565217	0.4882174040315238	0.8116576964845114	0.6721583596583597	0.2578453821897806	0.6129532617284673	0.6408388908388909	0.2305054092857227	0.1955046006113883	0.88	0.7635634439819315	0.8552804171697492
S0_random_split	counterfactual_no_ptmchem_logistic	2676	573	575	0.6872197309417041	0.6980802792321117	0.7078260869565217	0.7467855206007687	0.8827432757694547	0.7791330291330291	0.3943770358962821	0.6641153643341827	0.7168012168012168	0.1994587398644948	0.1477546134659485	0.92	0.8531738839644456	0.9118841618051202
S0_random_split	counterfactual_logistic	2676	573	575	0.6872197309417041	0.6980802792321117	0.7078260869565217	0.7472541068824283	0.8828654540606341	0.7790452790452791	0.3943770358962821	0.6641153643341827	0.7168012168012168	0.1995040159947109	0.147818823092281	0.92	0.8469669229017964	0.9133716837934244
S0_random_split	counterfactual_mlp	2676	573	575	0.6872197309417041	0.6980802792321117	0.7078260869565217	0.6769078445434571	0.9352173980928296	0.8628027378027379	0.5290925509063947	0.763569970839982	0.7559889434889435	0.1641649026626206	0.1542592637046524	1.0	0.9174785668089588	0.9518765961828706
S1_cold_homology_split	class_prior	2677	574	573	0.6802390735898394	0.7142857142857143	0.7242582897033158	0.6802390735898394	0.7242582897033158	0.5	0.0	0.4200404858299595	0.5	0.2016459108865885	0.0440192161134764	0.76	0.6858638743455497	0.7626527050610821
S1_cold_homology_split	source_assay_only	2677	574	573	0.6802390735898394	0.7142857142857143	0.7242582897033158	0.4078374867696642	0.7683446156877654	0.5527451578465761	0.1167430585156722	0.4895221558313331	0.5266814091810279	0.2466508904496716	0.2226850617819339	0.9	0.7264617802053075	0.8104514958068785
S1_cold_homology_split	topology_only	2677	574	573	0.6802390735898394	0.7142857142857143	0.7242582897033158	0.7343382335140115	0.8366696684653246	0.6520664938233948	0.2003998103072352	0.4638053116227181	0.5968049412841239	0.2095004434038857	0.1318754976867052	0.96	0.8109929395114293	0.8722197172116783
S1_cold_homology_split	motif_only	2677	574	573	0.6802390735898394	0.7142857142857143	0.7242582897033158	0.4226012227398269	0.8303639275029819	0.6633445173097453	0.213641730175004	0.5938748784965979	0.6176452646027146	0.245305621667462	0.222841515525235	0.9	0.7937213129358133	0.8712204699050828
S1_cold_homology_split	sequence_logistic	2677	574	573	0.6802390735898394	0.7142857142857143	0.7242582897033158	0.2309524342995476	0.8088937890846858	0.6080524630166235	0.1173166580763659	0.5584393236570402	0.5597529357938081	0.3139580824364826	0.282601304461457	0.86	0.7651578335243097	0.8455557687485317
S1_cold_homology_split	sequence_random_forest	2677	574	573	0.6802390735898394	0.7142857142857143	0.7242582897033158	0.6265355210672995	0.9001622959277669	0.7557114534085709	0.326288725023857	0.6399818416871441	0.6816913222510295	0.1715036216896681	0.0657020692504095	1.0	0.8714441023887484	0.921316172179608
S1_cold_homology_split	ptm_delta_only	2677	574	573	0.6802390735898394	0.7142857142857143	0.7242582897033158	0.5036424915351945	0.7835441379159628	0.5943037974683544	0.109082162366764	0.5263472764992522	0.5610187585786183	0.2548075542308807	0.228916001853263	0.84	0.7366058856187774	0.8273332002505427
